Date/Time,Year,Month,Day,Time,Data Quality,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx Flag,Wind Chill Flag,Weather
2016-05-01 01:00,2016,5,1,01:00,‡,10.1,,7.0,,81.0,,35.0,,5.0,,24.1,,102.49,,,,Clear
2016-05-01 04:00,2016,5,1,04:00,‡,8.5,,6.0,,84.0,,2.0,,7.0,,32.2,,102.41,,,,Clear
2016-05-01 07:00,2016,5,1,07:00,‡,13.4,,11.1,,86.0,,36.0,,2.0,,48.3,,102.34,,,,Mainly Clear
2016-05-01 10:00,2016,5,1,10:00,‡,15.8,,10.8,,72.0,,29.0,,13.0,,48.3,,102.14,,,,Mainly Clear
2016-05-01 13:00,2016,5,1,13:00,‡,17.7,,9.2,,57.0,,28.0,,16.0,,48.3,,101.86,,,,Mainly Clear
2016-05-01 16:00,2016,5,1,16:00,‡,19.1,,12.5,,65.0,,29.0,,13.0,,48.3,,101.58,,,,Clear
2016-05-01 19:00,2016,5,1,19:00,‡,16.6,,11.4,,71.0,,29.0,,10.0,,48.3,,101.34,,,,Clear
2016-05-01 22:00,2016,5,1,22:00,‡,14.0,,12.7,,92.0,,12.0,,4.0,,32.2,,101.36,,,,Clear
2016-05-02 01:00,2016,5,2,01:00,‡,11.3,,8.9,,85.0,,2.0,,5.0,,32.2,,101.41,,,,Clear
2016-05-02 04:00,2016,5,2,04:00,‡,11.1,,5.2,,67.0,,9.0,,7.0,,48.3,,101.43,,,,Clear
2016-05-02 07:00,2016,5,2,07:00,‡,14.5,,8.7,,68.0,,22.0,,7.0,,48.3,,101.51,,,,Clear
2016-05-02 10:00,2016,5,2,10:00,‡,19.6,,9.9,,53.0,,28.0,,11.0,,48.3,,101.48,,,,Clear
2016-05-02 13:00,2016,5,2,13:00,‡,22.7,,12.5,,52.0,,27.0,,11.0,,48.3,,101.34,,,,Mainly Clear
2016-05-02 16:00,2016,5,2,16:00,‡,24.4,,14.7,,54.0,,30.0,,9.0,,48.3,,101.16,,,,Mostly Cloudy
2016-05-02 19:00,2016,5,2,19:00,‡,18.8,,12.2,,65.0,,31.0,,10.0,,48.3,,101.11,,,,Mainly Clear
2016-05-02 22:00,2016,5,2,22:00,‡,20.1,,8.6,,47.0,,4.0,,10.0,,48.3,,101.27,,,,Mostly Cloudy
2016-05-03 01:00,2016,5,3,01:00,‡,15.4,,11.0,,75.0,,16.0,,8.0,,32.2,,101.31,,,,Mainly Clear
2016-05-03 04:00,2016,5,3,04:00,‡,16.2,,11.2,,72.0,,36.0,,7.0,,32.2,,101.39,,,,Mostly Cloudy
2016-05-03 06:00,2016,5,3,06:00,‡,15.9,,11.3,,74.0,,11.0,,7.0,,48.3,,101.47,,,,Rain
2016-05-03 07:00,2016,5,3,07:00,‡,16.2,,12.2,,77.0,,26.0,,13.0,,48.3,,101.56,,,,Cloudy
2016-05-03 08:00,2016,5,3,08:00,‡,16.2,,13.2,,82.0,,34.0,,25.0,,48.3,,101.52,,,,Rain
2016-05-03 10:00,2016,5,3,10:00,‡,18.8,,13.3,,70.0,,29.0,,26.0,,48.3,,101.58,,,,Cloudy
2016-05-03 13:00,2016,5,3,13:00,‡,17.9,,13.5,,75.0,,28.0,,23.0,,48.3,,101.62,,,,Cloudy
2016-05-03 16:00,2016,5,3,16:00,‡,16.2,,13.4,,83.0,,28.0,,30.0,,48.3,,101.61,,,,Cloudy
2016-05-03 19:00,2016,5,3,19:00,‡,15.5,,11.9,,79.0,,30.0,,7.0,,48.3,,101.66,,,,Cloudy
2016-05-04 01:00,2016,5,4,01:00,‡,12.2,,10.8,,91.0,,28.0,,39.0,,24.1,,101.81,,,,Cloudy
2016-05-04 04:00,2016,5,4,04:00,‡,10.7,,8.1,,84.0,,29.0,,44.0,,24.1,,101.74,,,,Cloudy
2016-05-04 10:00,2016,5,4,10:00,‡,11.2,,7.5,,78.0,,28.0,,39.0,,24.1,,101.78,,,,Cloudy
2016-05-04 13:00,2016,5,4,13:00,‡,14.0,,7.8,,66.0,,29.0,,27.0,,32.2,,101.73,,,,Cloudy
2016-05-04 16:00,2016,5,4,16:00,‡,15.1,,7.0,,58.0,,29.0,,18.0,,48.3,,101.6,,,,Mostly Cloudy
2016-05-04 19:00,2016,5,4,19:00,‡,11.4,,7.0,,74.0,,30.0,,10.0,,48.3,,101.51,,,,Mostly Cloudy
2016-05-04 22:00,2016,5,4,22:00,‡,8.9,,7.4,,90.0,,28.0,,7.0,,48.3,,101.53,,,,Mainly Clear
2016-05-05 01:00,2016,5,5,01:00,‡,10.9,,8.0,,82.0,,29.0,,31.0,,32.2,,101.57,,,,Clear
2016-05-05 04:00,2016,5,5,04:00,‡,10.3,,7.7,,84.0,,30.0,,26.0,,32.2,,101.65,,,,Mainly Clear
2016-05-05 07:00,2016,5,5,07:00,‡,11.7,,8.2,,79.0,,30.0,,30.0,,48.3,,101.72,,,,Mostly Cloudy
2016-05-05 10:00,2016,5,5,10:00,‡,13.9,,9.0,,72.0,,29.0,,34.0,,48.3,,101.75,,,,Mainly Clear
2016-05-05 13:00,2016,5,5,13:00,‡,16.2,,10.4,,68.0,,29.0,,26.0,,48.3,,101.71,,,,Mainly Clear
2016-05-05 16:00,2016,5,5,16:00,‡,16.8,,10.5,,66.0,,30.0,,20.0,,48.3,,101.55,,,,Mainly Clear
2016-05-05 19:00,2016,5,5,19:00,‡,14.4,,10.1,,75.0,,31.0,,18.0,,48.3,,101.57,,,,Clear
2016-05-05 22:00,2016,5,5,22:00,‡,11.2,,10.1,,93.0,,32.0,,4.0,,48.3,,101.67,,,,Clear
2016-05-06 01:00,2016,5,6,01:00,‡,12.1,,10.4,,89.0,,29.0,,20.0,,32.2,,101.84,,,,Clear
2016-05-06 04:00,2016,5,6,04:00,‡,11.9,,9.5,,85.0,,30.0,,28.0,,32.2,,101.91,,,,Clear
2016-05-06 07:00,2016,5,6,07:00,‡,13.5,,10.2,,80.0,,30.0,,28.0,,48.3,,101.94,,,,Clear
2016-05-06 10:00,2016,5,6,10:00,‡,15.7,,10.3,,70.0,,30.0,,34.0,,48.3,,101.92,,,,Mainly Clear
2016-05-06 13:00,2016,5,6,13:00,‡,18.0,,10.2,,60.0,,30.0,,33.0,,48.3,,101.74,,,,Mainly Clear
2016-05-06 16:00,2016,5,6,16:00,‡,18.8,,10.5,,58.0,,31.0,,18.0,,48.3,,101.55,,,,Mainly Clear
2016-05-06 19:00,2016,5,6,19:00,‡,15.9,,9.9,,67.0,,31.0,,20.0,,48.3,,101.42,,,,Mainly Clear
2016-05-06 22:00,2016,5,6,22:00,‡,15.1,,8.6,,65.0,,31.0,,12.0,,48.3,,101.42,,,,Clear
2016-05-07 01:00,2016,5,7,01:00,‡,13.3,,10.1,,81.0,,32.0,,18.0,,48.3,,101.44,,,,Clear
2016-05-07 04:00,2016,5,7,04:00,‡,11.9,,10.2,,89.0,,30.0,,19.0,,48.3,,101.4,,,,Clear
2016-05-07 07:00,2016,5,7,07:00,‡,13.9,,10.7,,81.0,,30.0,,18.0,,48.3,,101.38,,,,Clear
2016-05-07 10:00,2016,5,7,10:00,‡,16.6,,10.7,,68.0,,29.0,,26.0,,48.3,,101.27,,,,Clear
2016-05-07 13:00,2016,5,7,13:00,‡,18.5,,10.4,,59.0,,28.0,,17.0,,48.3,,101.09,,,,Mainly Clear
2016-05-07 16:00,2016,5,7,16:00,‡,17.7,,10.2,,61.0,,25.0,,13.0,,48.3,,100.96,,,,Mostly Cloudy
2016-05-07 19:00,2016,5,7,19:00,‡,17.3,,11.2,,67.0,,22.0,,14.0,,48.3,,100.87,,,,Mostly Cloudy
2016-05-07 22:00,2016,5,7,22:00,‡,13.6,,9.3,,75.0,,28.0,,52.0,,32.2,,100.87,,,,Mainly Clear
2016-05-08 01:00,2016,5,8,01:00,‡,11.4,,7.0,,74.0,,27.0,,52.0,,32.2,,101.01,,,,Mainly Clear
2016-05-08 04:00,2016,5,8,04:00,‡,10.3,,5.7,,73.0,,27.0,,46.0,,32.2,,101.2,,,,Mainly Clear
2016-05-08 07:00,2016,5,8,07:00,‡,11.4,,5.1,,65.0,,27.0,,39.0,,24.1,,101.35,,,,Mostly Cloudy
2016-05-08 10:00,2016,5,8,10:00,‡,13.6,,5.8,,59.0,,26.0,,30.0,,48.3,,101.41,,,,Mainly Clear
2016-05-08 13:00,2016,5,8,13:00,‡,14.1,,5.0,,54.0,,25.0,,12.0,,48.3,,101.39,,,,Mainly Clear
2016-05-08 16:00,2016,5,8,16:00,‡,15.4,,7.0,,57.0,,19.0,,21.0,,48.3,,101.23,,,,Mainly Clear
2016-05-08 19:00,2016,5,8,19:00,‡,12.7,,8.0,,73.0,,19.0,,16.0,,32.2,,101.2,,,,Mainly Clear
2016-05-08 22:00,2016,5,8,22:00,‡,11.7,,6.2,,69.0,,9.0,,16.0,,32.2,,101.43,,,,Mostly Cloudy
2016-05-09 01:00,2016,5,9,01:00,‡,9.6,,6.5,,81.0,,25.0,,13.0,,32.2,,101.58,,,,Mainly Clear
2016-05-09 04:00,2016,5,9,04:00,‡,8.7,,7.2,,90.0,,31.0,,17.0,,32.2,,101.63,,,,Mainly Clear
2016-05-09 07:00,2016,5,9,07:00,‡,10.9,,7.2,,78.0,,2.0,,8.0,,32.2,,101.84,,,,Clear
2016-05-09 10:00,2016,5,9,10:00,‡,13.4,,8.3,,71.0,,27.0,,17.0,,32.2,,101.92,,,,Mainly Clear
2016-05-09 13:00,2016,5,9,13:00,‡,15.3,,9.1,,66.0,,27.0,,15.0,,48.3,,101.89,,,,Mainly Clear
2016-05-09 16:00,2016,5,9,16:00,‡,18.1,,8.5,,53.0,,29.0,,18.0,,48.3,,101.83,,,,Mainly Clear
2016-05-09 19:00,2016,5,9,19:00,‡,14.6,,9.2,,70.0,,20.0,,10.0,,48.3,,101.86,,,,Mainly Clear
2016-05-09 22:00,2016,5,9,22:00,‡,11.4,,6.2,,70.0,,9.0,,9.0,,48.3,,102.06,,,,Mainly Clear
2016-05-10 01:00,2016,5,10,01:00,‡,10.2,,5.4,,72.0,,9.0,,12.0,,32.2,,102.25,,,,Clear
2016-05-10 04:00,2016,5,10,04:00,‡,8.9,,4.2,,72.0,,1.0,,5.0,,48.3,,102.38,,,,Clear
2016-05-10 07:00,2016,5,10,07:00,‡,13.0,,7.5,,69.0,,19.0,,5.0,,48.3,,102.49,,,,Clear
2016-05-10 10:00,2016,5,10,10:00,‡,14.4,,8.8,,69.0,,23.0,,11.0,,48.3,,102.48,,,,Clear
2016-05-10 13:00,2016,5,10,13:00,‡,17.2,,9.5,,60.0,,25.0,,14.0,,48.3,,102.33,,,,Mainly Clear
2016-05-10 16:00,2016,5,10,16:00,‡,19.6,,9.0,,50.0,,25.0,,9.0,,48.3,,102.13,,,,Mainly Clear
2016-05-10 19:00,2016,5,10,19:00,‡,15.6,,11.4,,76.0,,25.0,,6.0,,48.3,,102.02,,,,Cloudy
2016-05-10 22:00,2016,5,10,22:00,‡,14.7,,7.6,,62.0,,10.0,,16.0,,32.2,,101.99,,,,Cloudy
2016-05-11 01:00,2016,5,11,01:00,‡,14.5,,6.4,,58.0,,36.0,,1.0,,32.2,,101.95,,,,Mostly Cloudy
2016-05-11 04:00,2016,5,11,04:00,‡,12.5,,9.0,,79.0,,13.0,,4.0,,32.2,,101.93,,,,Mostly Cloudy
2016-05-11 07:00,2016,5,11,07:00,‡,13.8,,6.7,,62.0,,10.0,,17.0,,48.3,,101.87,,,,Mostly Cloudy
2016-05-11 10:00,2016,5,11,10:00,‡,16.3,,10.7,,69.0,,23.0,,4.0,,48.3,,101.81,,,,Mostly Cloudy
2016-05-11 13:00,2016,5,11,13:00,‡,16.5,,9.5,,63.0,,29.0,,6.0,,48.3,,101.69,,,,Rain
2016-05-11 14:00,2016,5,11,14:00,‡,17.8,,8.7,,55.0,,8.0,,16.0,,48.3,,101.62,,,,Rain
2016-05-11 16:00,2016,5,11,16:00,‡,19.6,,6.5,,42.0,,9.0,,11.0,,48.3,,101.52,,,,Mostly Cloudy
2016-05-11 19:00,2016,5,11,19:00,‡,14.8,,11.4,,80.0,,31.0,,12.0,,48.3,,101.39,,,,Mainly Clear
2016-05-11 22:00,2016,5,11,22:00,‡,12.0,,8.9,,81.0,,33.0,,7.0,,48.3,,101.4,,,,Clear
2016-05-12 01:00,2016,5,12,01:00,‡,10.5,,6.1,,74.0,,14.0,,4.0,,48.3,,101.36,,,,Clear
2016-05-12 04:00,2016,5,12,04:00,‡,10.1,,5.3,,72.0,,8.0,,7.0,,48.3,,101.44,,,,Clear
2016-05-12 07:00,2016,5,12,07:00,‡,14.2,,8.2,,67.0,,7.0,,9.0,,48.3,,101.54,,,,Clear
2016-05-12 10:00,2016,5,12,10:00,‡,15.5,,10.5,,72.0,,23.0,,14.0,,48.3,,101.61,,,,Mainly Clear
2016-05-12 13:00,2016,5,12,13:00,‡,18.7,,8.8,,52.0,,25.0,,13.0,,48.3,,101.62,,,,Mainly Clear
2016-05-12 16:00,2016,5,12,16:00,‡,19.2,,8.7,,50.0,,26.0,,7.0,,48.3,,101.61,,,,Mainly Clear
2016-05-12 19:00,2016,5,12,19:00,‡,18.2,,9.6,,57.0,,32.0,,8.0,,48.3,,101.55,,,,Clear
2016-05-12 22:00,2016,5,12,22:00,‡,14.1,,9.4,,73.0,,15.0,,4.0,,48.3,,101.63,,,,Clear
2016-05-13 01:00,2016,5,13,01:00,‡,12.8,,10.4,,85.0,,7.0,,3.0,,32.2,,101.65,,,,Clear
2016-05-13 04:00,2016,5,13,04:00,‡,8.4,,6.9,,90.0,,36.0,,1.0,,32.2,,101.64,,,,Mainly Clear
2016-05-13 07:00,2016,5,13,07:00,‡,14.4,,12.1,,86.0,,23.0,,8.0,,48.3,,101.65,,,,Mostly Cloudy
2016-05-13 10:00,2016,5,13,10:00,‡,18.1,,13.0,,72.0,,29.0,,18.0,,48.3,,101.64,,,,Mainly Clear
2016-05-13 13:00,2016,5,13,13:00,‡,20.2,,11.8,,58.0,,30.0,,22.0,,48.3,,101.49,,,,Mostly Cloudy
2016-05-13 16:00,2016,5,13,16:00,‡,21.1,,11.6,,54.0,,31.0,,23.0,,48.3,,101.31,,,,Mostly Cloudy
2016-05-13 19:00,2016,5,13,19:00,‡,18.0,,11.9,,67.0,,30.0,,18.0,,48.3,,101.17,,,,Cloudy
2016-05-13 22:00,2016,5,13,22:00,‡,16.1,,13.4,,84.0,,31.0,,17.0,,48.3,,101.17,,,,Mostly Cloudy
2016-05-14 01:00,2016,5,14,01:00,‡,13.7,,10.5,,81.0,,32.0,,8.0,,48.3,,101.15,,,,Mainly Clear
2016-05-14 04:00,2016,5,14,04:00,‡,14.2,,10.5,,78.0,,2.0,,5.0,,48.3,,101.18,,,,Mostly Cloudy
2016-05-14 07:00,2016,5,14,07:00,‡,19.4,,11.5,,60.0,,25.0,,5.0,,48.3,,101.17,,,,Mostly Cloudy
2016-05-14 10:00,2016,5,14,10:00,‡,20.4,,13.0,,62.0,,28.0,,13.0,,48.3,,101.23,,,,Mostly Cloudy
2016-05-14 13:00,2016,5,14,13:00,‡,19.2,,12.6,,65.0,,21.0,,14.0,,48.3,,101.16,,,,Mostly Cloudy
2016-05-14 16:00,2016,5,14,16:00,‡,18.5,,10.9,,61.0,,11.0,,21.0,,32.2,,101.23,,,,Cloudy
2016-05-14 19:00,2016,5,14,19:00,‡,16.1,,10.9,,71.0,,12.0,,29.0,,48.3,,101.22,,,,Cloudy
2016-05-14 22:00,2016,5,14,22:00,‡,13.5,,10.3,,81.0,,11.0,,32.0,,32.2,,101.35,,,,Mostly Cloudy
2016-05-15 01:00,2016,5,15,01:00,‡,13.3,,10.7,,84.0,,10.0,,23.0,,24.1,,101.36,,,,Cloudy
2016-05-15 04:00,2016,5,15,04:00,‡,13.1,,11.0,,87.0,,10.0,,20.0,,19.3,,101.35,,,,Cloudy
2016-05-15 07:00,2016,5,15,07:00,‡,13.4,,10.2,,81.0,,11.0,,21.0,,19.3,,101.39,,,,Mostly Cloudy
2016-05-15 10:00,2016,5,15,10:00,‡,14.9,,10.0,,72.0,,13.0,,11.0,,24.1,,101.44,,,,Cloudy
2016-05-15 13:00,2016,5,15,13:00,‡,15.8,,10.0,,68.0,,11.0,,13.0,,19.3,,101.51,,,,Cloudy
2016-05-15 16:00,2016,5,15,16:00,‡,16.7,,10.4,,66.0,,11.0,,12.0,,19.3,,101.5,,,,Mostly Cloudy
2016-05-15 19:00,2016,5,15,19:00,‡,14.4,,10.3,,76.0,,13.0,,17.0,,24.1,,101.58,,,,Cloudy
2016-05-15 22:00,2016,5,15,22:00,‡,13.0,,9.5,,79.0,,12.0,,21.0,,19.3,,101.7,,,,Cloudy
2016-05-16 01:00,2016,5,16,01:00,‡,12.8,,9.1,,78.0,,11.0,,18.0,,19.3,,101.79,,,,Cloudy
2016-05-16 04:00,2016,5,16,04:00,‡,12.5,,8.8,,78.0,,9.0,,20.0,,19.3,,101.86,,,,Cloudy
2016-05-16 10:00,2016,5,16,10:00,‡,12.7,,8.6,,76.0,,10.0,,12.0,,19.3,,102.22,,,,Cloudy
2016-05-16 13:00,2016,5,16,13:00,‡,14.0,,9.7,,75.0,,13.0,,8.0,,24.1,,102.3,,,,Cloudy
2016-05-16 16:00,2016,5,16,16:00,‡,14.5,,11.3,,81.0,,21.0,,9.0,,19.3,,102.32,,,,Cloudy
2016-05-16 19:00,2016,5,16,19:00,‡,14.0,,10.6,,80.0,,20.0,,12.0,,19.3,,102.31,,,,Cloudy
2016-05-16 22:00,2016,5,16,22:00,‡,12.4,,9.6,,83.0,,9.0,,9.0,,32.2,,102.4,,,,Mostly Cloudy
2016-05-17 01:00,2016,5,17,01:00,‡,12.3,,9.0,,80.0,,10.0,,14.0,,32.2,,102.44,,,,Mostly Cloudy
2016-05-17 04:00,2016,5,17,04:00,‡,11.0,,8.4,,84.0,,10.0,,10.0,,32.2,,102.44,,,,Mostly Cloudy
2016-05-17 07:00,2016,5,17,07:00,‡,13.3,,9.0,,75.0,,11.0,,11.0,,48.3,,102.52,,,,Mostly Cloudy
2016-05-17 10:00,2016,5,17,10:00,‡,16.4,,12.4,,77.0,,21.0,,17.0,,48.3,,102.49,,,,Cloudy
2016-05-17 13:00,2016,5,17,13:00,‡,17.3,,11.0,,66.0,,22.0,,19.0,,48.3,,102.39,,,,Cloudy
2016-05-17 16:00,2016,5,17,16:00,‡,18.8,,10.7,,59.0,,21.0,,17.0,,48.3,,102.21,,,,Cloudy
2016-05-17 19:00,2016,5,17,19:00,‡,17.0,,12.0,,72.0,,20.0,,11.0,,32.2,,102.08,,,,Mostly Cloudy
2016-05-17 22:00,2016,5,17,22:00,‡,14.7,,9.8,,72.0,,10.0,,17.0,,32.2,,102.03,,,,Mostly Cloudy
2016-05-18 01:00,2016,5,18,01:00,‡,14.1,,9.4,,73.0,,10.0,,17.0,,32.2,,101.92,,,,Mostly Cloudy
2016-05-18 04:00,2016,5,18,04:00,‡,13.1,,8.4,,73.0,,11.0,,17.0,,24.1,,101.85,,,,Mostly Cloudy
2016-05-18 07:00,2016,5,18,07:00,‡,13.5,,9.4,,76.0,,10.0,,20.0,,48.3,,101.82,,,,Cloudy
2016-05-18 10:00,2016,5,18,10:00,‡,15.8,,9.1,,64.0,,12.0,,14.0,,48.3,,101.74,,,,Cloudy
2016-05-18 13:00,2016,5,18,13:00,‡,16.8,,8.6,,58.0,,14.0,,13.0,,48.3,,101.57,,,,Cloudy
2016-05-18 16:00,2016,5,18,16:00,‡,18.7,,12.1,,65.0,,27.0,,8.0,,48.3,,101.35,,,,Cloudy
2016-05-18 19:00,2016,5,18,19:00,‡,14.4,,7.3,,62.0,,20.0,,13.0,,32.2,,101.18,,,,Mostly Cloudy
2016-05-18 22:00,2016,5,18,22:00,‡,12.2,,9.6,,84.0,,29.0,,34.0,,32.2,,101.18,,,,Mostly Cloudy
2016-05-19 01:00,2016,5,19,01:00,‡,10.7,,8.1,,84.0,,28.0,,30.0,,19.3,,101.18,,,,Rain
2016-05-19 04:00,2016,5,19,04:00,‡,10.9,,7.1,,77.0,,28.0,,31.0,,32.2,,101.09,,,,Cloudy
2016-05-19 07:00,2016,5,19,07:00,‡,11.4,,6.4,,71.0,,26.0,,20.0,,32.2,,101.14,,,,Cloudy
2016-05-19 10:00,2016,5,19,10:00,‡,12.9,,6.8,,66.0,,25.0,,15.0,,48.3,,101.12,,,,Cloudy
2016-05-19 13:00,2016,5,19,13:00,‡,12.8,,6.2,,64.0,,23.0,,10.0,,48.3,,101.06,,,,Cloudy
2016-05-19 16:00,2016,5,19,16:00,‡,13.0,,6.0,,62.0,,25.0,,7.0,,48.3,,101.06,,,,Cloudy
2016-05-19 19:00,2016,5,19,19:00,‡,12.9,,6.5,,65.0,,22.0,,9.0,,48.3,,101.01,,,,Mainly Clear
2016-05-19 22:00,2016,5,19,22:00,‡,10.5,,6.7,,77.0,,2.0,,7.0,,48.3,,101.07,,,,Mainly Clear
2016-05-20 01:00,2016,5,20,01:00,‡,11.7,,6.7,,71.0,,7.0,,7.0,,32.2,,101.05,,,,Cloudy
2016-05-20 03:00,2016,5,20,03:00,‡,10.3,,8.6,,89.0,,9.0,,12.0,,32.2,,101.08,,,,Rain
2016-05-20 04:00,2016,5,20,04:00,‡,10.1,,8.7,,91.0,,9.0,,13.0,,32.2,,101.06,,,,Cloudy
2016-05-20 07:00,2016,5,20,07:00,‡,11.1,,8.5,,84.0,,10.0,,9.0,,24.1,,101.12,,,,Mostly Cloudy
2016-05-20 10:00,2016,5,20,10:00,‡,13.4,,9.1,,75.0,,25.0,,12.0,,24.1,,101.04,,,,Mostly Cloudy
2016-05-20 13:00,2016,5,20,13:00,‡,15.6,,8.7,,63.0,,25.0,,21.0,,48.3,,100.92,,,,Mainly Clear
2016-05-20 16:00,2016,5,20,16:00,‡,16.8,,10.3,,65.0,,29.0,,28.0,,48.3,,100.77,,,,Mainly Clear
2016-05-20 19:00,2016,5,20,19:00,‡,14.5,,10.8,,78.0,,29.0,,21.0,,48.3,,100.74,,,,Mainly Clear
2016-05-20 22:00,2016,5,20,22:00,‡,13.2,,11.3,,88.0,,30.0,,12.0,,48.3,,100.69,,,,Mainly Clear
2016-05-21 01:00,2016,5,21,01:00,‡,9.4,,7.5,,88.0,,9.0,,4.0,,32.2,,100.66,,,,Mainly Clear
2016-05-21 04:00,2016,5,21,04:00,‡,11.9,,10.5,,91.0,,29.0,,11.0,,32.2,,100.6,,,,Mostly Cloudy
2016-05-21 07:00,2016,5,21,07:00,‡,14.3,,11.5,,83.0,,29.0,,11.0,,48.3,,100.64,,,,Cloudy
2016-05-21 10:00,2016,5,21,10:00,‡,15.4,,10.0,,70.0,,24.0,,10.0,,40.2,,100.71,,,,Cloudy
2016-05-21 13:00,2016,5,21,13:00,‡,18.1,,8.5,,53.0,,12.0,,18.0,,48.3,,100.74,,,,Cloudy
2016-05-21 16:00,2016,5,21,16:00,‡,16.8,,8.3,,57.0,,15.0,,25.0,,48.3,,100.78,,,,Cloudy
2016-05-21 19:00,2016,5,21,19:00,‡,14.4,,10.5,,77.0,,11.0,,22.0,,48.3,,100.87,,,,Mostly Cloudy
2016-05-21 22:00,2016,5,21,22:00,‡,13.2,,9.7,,79.0,,10.0,,22.0,,32.2,,100.96,,,,Mostly Cloudy
2016-05-22 01:00,2016,5,22,01:00,‡,13.0,,10.0,,82.0,,9.0,,19.0,,32.2,,100.94,,,,Mostly Cloudy
2016-05-22 04:00,2016,5,22,04:00,‡,11.1,,9.0,,87.0,,9.0,,14.0,,32.2,,100.99,,,,Mostly Cloudy
2016-05-22 07:00,2016,5,22,07:00,‡,12.5,,9.4,,81.0,,8.0,,8.0,,24.1,,101.1,,,,Rain
2016-05-22 10:00,2016,5,22,10:00,‡,16.0,,7.1,,55.0,,22.0,,11.0,,24.1,,101.09,,,,Mostly Cloudy
2016-05-22 13:00,2016,5,22,13:00,‡,17.8,,7.1,,49.0,,19.0,,12.0,,32.2,,101.09,,,,Mostly Cloudy
2016-05-22 16:00,2016,5,22,16:00,‡,18.1,,8.5,,53.0,,18.0,,21.0,,48.3,,101.08,,,,Cloudy
2016-05-22 19:00,2016,5,22,19:00,‡,16.2,,8.3,,59.0,,16.0,,9.0,,32.2,,101.05,,,,Mostly Cloudy
2016-05-22 22:00,2016,5,22,22:00,‡,14.2,,9.9,,75.0,,18.0,,10.0,,32.2,,101.09,,,,Mostly Cloudy
2016-05-23 01:00,2016,5,23,01:00,‡,13.8,,7.8,,67.0,,16.0,,5.0,,32.2,,101.09,,,,Mostly Cloudy
2016-05-23 04:00,2016,5,23,04:00,‡,12.9,,9.2,,78.0,,9.0,,10.0,,32.2,,101.12,,,,Cloudy
2016-05-23 10:00,2016,5,23,10:00,‡,14.4,,9.7,,73.0,,8.0,,15.0,,32.2,,101.26,,,,Cloudy
2016-05-23 13:00,2016,5,23,13:00,‡,16.7,,11.5,,71.0,,9.0,,13.0,,32.2,,101.26,,,,Cloudy
2016-05-23 16:00,2016,5,23,16:00,‡,16.3,,9.6,,64.0,,23.0,,7.0,,32.2,,101.28,,,,Mostly Cloudy
2016-05-23 19:00,2016,5,23,19:00,‡,14.8,,9.7,,71.0,,9.0,,15.0,,32.2,,101.24,,,,Cloudy
2016-05-23 22:00,2016,5,23,22:00,‡,14.1,,10.6,,79.0,,7.0,,13.0,,24.1,,101.29,,,,Cloudy
2016-05-24 01:00,2016,5,24,01:00,‡,13.7,,10.4,,80.0,,10.0,,11.0,,24.1,,101.29,,,,Cloudy
2016-05-24 04:00,2016,5,24,04:00,‡,13.3,,10.1,,81.0,,10.0,,11.0,,24.1,,101.31,,,,Cloudy
2016-05-24 07:00,2016,5,24,07:00,‡,14.1,,9.8,,75.0,,9.0,,9.0,,24.1,,101.38,,,,Cloudy
2016-05-24 10:00,2016,5,24,10:00,‡,14.6,,11.4,,81.0,,26.0,,14.0,,24.1,,101.44,,,,Cloudy
2016-05-24 13:00,2016,5,24,13:00,‡,16.4,,11.2,,71.0,,25.0,,8.0,,24.1,,101.5,,,,Cloudy
2016-05-24 16:00,2016,5,24,16:00,‡,16.9,,10.8,,67.0,,23.0,,9.0,,24.1,,101.46,,,,Mostly Cloudy
2016-05-24 19:00,2016,5,24,19:00,‡,17.0,,10.7,,66.0,,16.0,,10.0,,24.1,,101.45,,,,Mainly Clear
2016-05-24 22:00,2016,5,24,22:00,‡,14.2,,10.7,,79.0,,9.0,,14.0,,32.2,,101.56,,,,Mostly Cloudy
2016-05-25 01:00,2016,5,25,01:00,‡,13.6,,10.6,,82.0,,9.0,,14.0,,32.2,,101.61,,,,Mostly Cloudy
2016-05-25 04:00,2016,5,25,04:00,‡,12.6,,10.0,,84.0,,10.0,,6.0,,24.1,,101.72,,,,Mostly Cloudy
2016-05-25 07:00,2016,5,25,07:00,‡,13.9,,10.5,,80.0,,12.0,,8.0,,24.1,,101.83,,,,Mainly Clear
2016-05-25 10:00,2016,5,25,10:00,‡,16.6,,12.4,,76.0,,29.0,,12.0,,24.1,,101.92,,,,Mostly Cloudy
2016-05-25 13:00,2016,5,25,13:00,‡,16.4,,12.0,,75.0,,25.0,,12.0,,32.2,,101.96,,,,Mostly Cloudy
2016-05-25 16:00,2016,5,25,16:00,‡,18.7,,11.6,,63.0,,19.0,,15.0,,48.3,,101.93,,,,Mainly Clear
2016-05-25 19:00,2016,5,25,19:00,‡,16.8,,10.0,,64.0,,14.0,,12.0,,32.2,,101.9,,,,Mostly Cloudy
